name	type	county	state	county_code	population	num_new	num_old
Union County Jail	Local	Union County	SD	46127	13	4251	4250
Walworth County Jail	Local	Walworth County	SD	46129	12	4252	4251
Unlisted	Unlisted	Yankton County	SD	46135	36	4253	4252
Yankton Minimum Unit	State	Yankton County	SD	46135	292	4254	4253
FPC Yankton	Federal	Yankton County	SD	46135	864	4255	4254
Anderson County Detention Facility	Local	Anderson County	TN	47001	240	4256	4255
Bedford County Jail	Local	Bedford County	TN	47003	112	4257	4256
Bedford County Police Department	Local	Bedford County	TN	47003	64	4258	4257
Benton County Jail	Local	Benton County	TN	47005	43	4259	4258
Bledsoe County Jail	Local	Bledsoe County	TN	47007	17	4260	4259
Southeastern Tennessee State Regional Correctional Facility	State	Bledsoe County	TN	47007	842	4261	4260
Southeastern Tennessee State Regional Correctional Facility	State	Bledsoe County	TN	47007	89	4262	4261
Blount County Jail	Local	Blount County	TN	47009	341	4263	4262
Bradley County Justice Center	Local	Bradley County	TN	47011	356	4264	4263
Campbell County Jail	Local	Campbell County	TN	47013	134	4265	4264
Cannon County Jail	Local	Cannon County	TN	47015	56	4266	4265
Carroll County Jail	Local	Carroll County	TN	47017	99	4267	4266
Carter County Jail and Workhouse	Local	Carter County	TN	47019	188	4268	4267
Northeastern Correctional Complex Annex	State	Carter County	TN	47019	174	4269	4268
Cheatham County Criminal Justice Center	Local	Cheatham County	TN	47021	111	4270	4269
Chester County Jail	Local	Chester County	TN	47023	23	4271	4270
Claiborne County Jail	Local	Claiborne County	TN	47025	182	4272	4271
Clay County Jail	Local	Clay County	TN	47027	20	4273	4272
Cocke County Jail Annex	Local	Cocke County	TN	47029	49	4274	4273
Cocke County Jail	Local	Cocke County	TN	47029	22	4275	4274
Coffee County Jail	Local	Coffee County	TN	47031	216	4276	4275
Cumberland County Jail	Local	Cumberland County	TN	47035	143	4277	4276
Unlisted	Unlisted	Davidson County	TN	47037	6	4278	4277
Tennessee Prison for Women Annex	State	Davidson County	TN	47037	135	4279	4278
Tennessee Prison for Women	State	Davidson County	TN	47037	631	4280	4279
Unlisted	Unlisted	Davidson County	TN	47037	86	4281	4280
"Middle Tennessee Correctional Complex, Riverbend Maximum Security Institution, and Lois M. DeBerry Special Needs Facility"	State	Davidson County	TN	47037	1930	4282	4281
Middle Tennessee Mental Health Institute	Unlisted	Davidson County	TN	47037	108	4283	4282
"Metro Davidson County Detention Facility (CCA), Correctional Development Center, Offender Re-Entry Center"	Other	Davidson County	TN	47037	2418	4284	4283
Hill Detention Center	State	Davidson County	TN	47037	489	4285	4284
Davidson County Criminal Justice Center	Local	Davidson County	TN	47037	628	4286	4285
Decatur County Jail	Local	Decatur County	TN	47039	27	4287	4286
De Kalb County Jail	Local	DeKalb County	TN	47041	84	4288	4287
Dickson County Jail	Local	Dickson County	TN	47043	227	4289	4288
Dyer County Jail	Local	Dyer County	TN	47045	189	4290	4289
Fayette County Jail	Local	Fayette County	TN	47047	103	4291	4290
Fentress County Jail	Local	Fentress County	TN	47049	32	4292	4291
Franklin County Jail	Local	Franklin County	TN	47051	122	4293	4292
Gibson County Jail	Local	Gibson County	TN	47053	151	4294	4293
Unlisted	Unlisted	Gibson County	TN	47053	17	4295	4294
Giles County Jail	Local	Giles County	TN	47055	124	4296	4295
Greene County Jail	Local	Greene County	TN	47059	362	4297	4296
Grundy County Jail	Local	Grundy County	TN	47061	44	4298	4297
Hamblen County Jail	Local	Hamblen County	TN	47063	276	4299	4298
Hamilton County Jail	Local	Hamilton County	TN	47065	521	4300	4299
Silverdale Penal Farm- CCA	Private	Hamilton County	TN	47065	878	4301	4300
Unlisted	Unlisted	Hamilton County	TN	47065	54	4302	4301
Hancock County Jail	Local	Hancock County	TN	47067	101	4303	4302
Whiteville Correctional Facility- CCA	Private	Hardeman County	TN	47069	1491	4304	4303
Hardeman County Correctional Center	Private	Hardeman County	TN	47069	1965	4305	4304
Hawkins County Jail	Local	Hawkins County	TN	47073	147	4306	4305
Haywood County Jail	Local	Haywood County	TN	47075	87	4307	4306
Henderson County Jail	Local	Henderson County	TN	47077	76	4308	4307
Henry County Jail	Local	Henry County	TN	47079	166	4309	4308
Hickman County Jail	Local	Hickman County	TN	47081	102	4310	4309
Turney Center Industrial Program	State	Hickman County	TN	47081	1229	4311	4310
Houston County Jail	Local	Houston County	TN	47083	20	4312	4311
Humphreys County Jail	Local	Humphreys County	TN	47085	54	4313	4312
Jackson County Jail	Local	Jackson County	TN	47087	79	4314	4313
Jefferson County Jail	Local	Jefferson County	TN	47089	143	4315	4314
Jefferson County Jail	Local	Jefferson County	TN	47089	67	4316	4315
Northeastern Correctional Complex	State	Johnson County	TN	47091	1548	4317	4316
Johnson County Jail	Local	Johnson County	TN	47091	114	4318	4317
Knox County Jail	Local	Knox County	TN	47093	186	4319	4318
Knox County Work Release Center	Local	Knox County	TN	47093	52	4320	4319
Knox County Detention Facility	Local	Knox County	TN	47093	775	4321	4320
Unlisted	Unlisted	Knox County	TN	47093	11	4322	4321
Midway Rehabilitation Center	Private	Knox County	TN	47093	69	4323	4322
Lake County Jail	Local	Lake County	TN	47095	39	4324	4323
Northwest Correctional Complex	State	Lake County	TN	47095	2312	4325	4324
West Tennessee State Penitentiary Annex	State	Lauderdale County	TN	47097	147	4326	4325
Western Tennessee State Penitentiary	State	Lauderdale County	TN	47097	2347	4327	4326
Lauderdale County Jail	Local	Lauderdale County	TN	47097	133	4328	4327
Lawrence County Jail	Local	Lawrence County	TN	47099	122	4329	4328
Lewis County Jail	Local	Lewis County	TN	47101	60	4330	4329
Lincoln County Jail	Local	Lincoln County	TN	47103	100	4331	4330
Loudon County Jail	Local	Loudon County	TN	47105	75	4332	4331
Mcminn County Jail	Local	McMinn County	TN	47107	152	4333	4332
Mcnairy County Jail	Local	McNairy County	TN	47109	60	4334	4333
Macon County Jail	Local	Macon County	TN	47111	102	4335	4334
Madison County Jail	Local	Madison County	TN	47113	59	4336	4335
Madison County Jail	Local	Madison County	TN	47113	295	4337	4336
Madison County Penal Farm	Local	Madison County	TN	47113	95	4338	4337
Marion County Jail	Local	Marion County	TN	47115	67	4339	4338
Marshall County Jail	Local	Marshall County	TN	47117	109	4340	4339
Unlisted	Unlisted	Maury County	TN	47119	12	4341	4340
Maury County Workhouse	Local	Maury County	TN	47119	233	4342	4341
Meigs County Jail	Local	Meigs County	TN	47121	63	4343	4342
Monroe County Jail	Local	Monroe County	TN	47123	156	4344	4343
Montgomery County Jail	Local	Montgomery County	TN	47125	294	4345	4344
Montgomery County Workhouse	Local	Montgomery County	TN	47125	87	4346	4345
Moore County Jail	Local	Moore County	TN	47127	22	4347	4346
Morgan County Jail	Local	Morgan County	TN	47129	49	4348	4347
Morgan County Correctional Complex	State	Morgan County	TN	47129	2345	4349	4348
Obion County Jail	Local	Obion County	TN	47131	165	4350	4349
Overton County Jail	Local	Overton County	TN	47133	142	4351	4350
Perry County Jail	Local	Perry County	TN	47135	39	4352	4351
Pickett County Jail	Local	Pickett County	TN	47137	9	4353	4352
Polk County Jail	Local	Polk County	TN	47139	109	4354	4353
Putnam County Jail	Local	Putnam County	TN	47141	197	4355	4354
Rhea County Jail	Local	Rhea County	TN	47143	92	4356	4355
Roane County Jail	Local	Roane County	TN	47145	100	4357	4356
Robertson County Jail	Local	Robertson County	TN	47147	279	4358	4357
Rutherford County Jail	Local	Rutherford County	TN	47149	608	4359	4358
Rutherford County Workhouse	Local	Rutherford County	TN	47149	228	4360	4359
Scott County Jail	Local	Scott County	TN	47151	104	4361	4360
Sequatchie County Jail	Local	Sequatchie County	TN	47153	79	4362	4361
Unlisted	Unlisted	Sevier County	TN	47155	4	4363	4362
Sevier County Jail	Local	Sevier County	TN	47155	368	4364	4363
Unlisted	Unlisted	Shelby County	TN	47157	5	4365	4364
Unlisted	Unlisted	Shelby County	TN	47157	32	4366	4365
Shelby County Justice Center	Local	Shelby County	TN	47157	2466	4367	4366
Memphis FCI Camp	Federal	Shelby County	TN	47157	266	4368	4367
Unlisted	Unlisted	Shelby County	TN	47157	28	4369	4368
FCI Memphis	Federal	Shelby County	TN	47157	1287	4370	4369
Mark H. Luttrell Corrections Center	State	Shelby County	TN	47157	418	4371	4370
Shelby County Correctional Center	Local	Shelby County	TN	47157	2818	4372	4371
FCI Memphis camp	Federal	Shelby County	TN	47157	280	4373	4372
Smith County Jail	Local	Smith County	TN	47159	39	4374	4373
Stewart County Jail	Local	Stewart County	TN	47161	27	4375	4374
Unlisted	Unlisted	Sullivan County	TN	47163	63	4376	4375
Unlisted	Unlisted	Sullivan County	TN	47163	1	4377	4376
Sullivan County Jail	Local	Sullivan County	TN	47163	575	4378	4377
Sumner County Jail	Local	Sumner County	TN	47165	549	4379	4378
Tipton County Jail	Local	Tipton County	TN	47167	112	4380	4379
West Tennessee Detention Facility- CCA	Private	Tipton County	TN	47167	615	4381	4380
Trousdale County Jail	Local	Trousdale County	TN	47169	26	4382	4381
Unicoi County Jail	Local	Unicoi County	TN	47171	48	4383	4382
Union County Jail	Local	Union County	TN	47173	71	4384	4383
Van Buren County Jail	Local	Van Buren County	TN	47175	21	4385	4384
Warren County Jail	Local	Warren County	TN	47177	254	4386	4385
Johnson City Jail	Local	Washington County	TN	47179	104	4387	4386
Washington County Jail	Local	Washington County	TN	47179	433	4388	4387
South Central Correctional Facility and Wayne County Boot Camp	State	Wayne County	TN	47181	1899	4389	4388
Wayne County Jail	Local	Wayne County	TN	47181	43	4390	4389
Weakley County Jail	Local	Weakley County	TN	47183	69	4391	4390
White County Jail	Local	White County	TN	47185	178	4392	4391
Williamson County Jail	Local	Williamson County	TN	47187	284	4393	4392
Unlisted	Unlisted	Williamson County	TN	47187	9	4394	4393
Wilson County Jail	Local	Wilson County	TN	47189	234	4395	4394
TDCJ: Gurney Transfer Facility and Beto Unit	State	Anderson County	TX	48001	5083	4396	4395
Coffield Unit	State	Anderson County	TX	48001	3766	4397	4396
Michael Unit	State	Anderson County	TX	48001	3005	4398	4397
Anderson County Jail	Local	Anderson County	TX	48001	176	4399	4398
Criminal Justice Department: Powledge	State	Anderson County	TX	48001	1133	4400	4399
Angelina County Jail	Local	Angelina County	TX	48005	276	4401	4400
Unlisted	Unlisted	Angelina County	TX	48005	583	4402	4401
TDCJ: Diboll Unit	State	Angelina County	TX	48005	518	4403	4402
Aransas County Jail	Local	Aransas County	TX	48007	192	4404	4403
Unlisted	Unlisted	Archer County	TX	48009	10	4405	4404
Austin County Jail	Local	Austin County	TX	48015	26	4406	4405
Bailey County Sheriffs Department	Local	Bailey County	TX	48017	56	4407	4406
Unlisted	Unlisted	Bandera County	TX	48019	72	4408	4407
Bastrop County Jail	Local	Bastrop County	TX	48021	300	4409	4408
Federal Correctional Institute	Federal	Bastrop County	TX	48021	1492	4410	4409
TDCJ: Garza East Unit	State	Bee County	TX	48025	2218	4411	4410
TDCJ: Garza West Unit	State	Bee County	TX	48025	1993	4412	4411
TDCJ: McConnell Unit	State	Bee County	TX	48025	2846	4413	4412
Unlisted	Unlisted	Bee County	TX	48025	16	4414	4413
Bee County Jail	Local	Bee County	TX	48025	123	4415	4414
Unlisted	Unlisted	Bell County	TX	48027	66	4416	4415
Bell County Law Enforcement Center	Local	Bell County	TX	48027	677	4417	4416
Unlisted	Unlisted	Bexar County	TX	48029	26	4418	4417
City of San Antonio: Police Department	Local	Bexar County	TX	48029	631	4419	4418
exar County Adult Detention Center	Local	Bexar County	TX	48029	4140	4420	4419
Unlisted	Unlisted	Bexar County	TX	48029	24	4421	4420
Unlisted	Unlisted	Bexar County	TX	48029	88	4422	4421
County of Bexar: Mental Impairment Offender Facility	State	Bexar County	TX	48029	206	4423	4422
Dominguez State Jail	State	Bexar County	TX	48029	2109	4424	4423
Unlisted	Unlisted	Bexar County	TX	48029	19	4425	4424
Unlisted	Unlisted	Bexar County	TX	48029	28	4426	4425
Unlisted	Unlisted	Bexar County	TX	48029	6	4427	4426
Unlisted	Unlisted	Bexar County	TX	48029	4	4428	4427
Unlisted	Unlisted	Bexar County	TX	48029	5	4429	4428
Blanco County Jail	Local	Blanco County	TX	48031	2	4430	4429
Bosque County Jail	Local	Bosque County	TX	48035	31	4431	4430
Bi-State Justice Building:Adc Regional Corrections Center	State	Bowie County	TX	48037	705	4432	4431
Bowie-County of Texarkana-Adult Probation Department	Other	Bowie County	TX	48037	94	4433	4432
Unlisted	Unlisted	Bowie County	TX	48037	100	4434	4433
Federal Prison Industries	Federal	Bowie County	TX	48037	1671	4435	4434
TDCJ: Telford Unit	State	Bowie County	TX	48037	2759	4436	4435
Unlisted	Unlisted	Brazoria County	TX	48039	7	4437	4436
"TDCJ: Ramsey Unit, Stringfellow Unit, C.T. Terrell Unit"	State	Brazoria County	TX	48039	1613	4438	4437
"TDCJ: Ramsey Unit, Stringfellow Unit, C.T. Terrell Unit"	State	Brazoria County	TX	48039	1190	4439	4438
"TDCJ: Ramsey Unit, Stringfellow Unit, C.T. Terrell Unit"	State	Brazoria County	TX	48039	1590	4440	4439
TDCJ: Darrington Unit	State	Brazoria County	TX	48039	1906	4441	4440
Unlisted	Unlisted	Brazoria County	TX	48039	52	4442	4441
Brazoria County Jail	Local	Brazoria County	TX	48039	810	4443	4442
TDCJ: Clemens Unit	State	Brazoria County	TX	48039	1070	4444	4443
TDCJ: Wayne Scott Unit	State	Brazoria County	TX	48039	1040	4445	4444
Unlisted	Unlisted	Brazoria County	TX	48039	3	4446	4445
TDCJ: Hamilton Unit: Pre-Release	State	Brazos County	TX	48041	1068	4447	4446
Bryan Federal Prison Camp	Federal	Brazos County	TX	48041	824	4448	4447
Brazos County Minimum Security	Local	Brazos County	TX	48041	350	4449	4448
Brazos County Jail	Local	Brazos County	TX	48041	184	4450	4449
Brewster County Jail	Local	Brewster County	TX	48043	36	4451	4450
Brooks County Jail	Local	Brooks County	TX	48047	16	4452	4451
TDCJ: Havins Unit: Pre-Release	State	Brown County	TX	48049	421	4453	4452
Burleson County Jail	Local	Burleson County	TX	48051	38	4454	4453
Unlisted	Unlisted	Burnet County	TX	48053	824	4455	4454
Unlisted	Unlisted	Caldwell County	TX	48055	4	4456	4455
Caldwell County Jail	Local	Caldwell County	TX	48055	171	4457	4456
TDCJ: Lockhart Unit: Pre-Release	Private	Caldwell County	TX	48055	1000	4458	4457
Calhoun County Jail	Local	Calhoun County	TX	48057	48	4459	4458
Callahan County Jail	Local	Callahan County	TX	48059	5	4460	4459
Unlisted	Unlisted	Cameron County	TX	48061	808	4461	4460
Cameron County Jail	Local	Cameron County	TX	48061	186	4462	4461
Carson County Jail	Local	Carson County	TX	48065	6	4463	4462
Cass County Jail	Local	Cass County	TX	48067	82	4464	4463
Castro County Jail	Local	Castro County	TX	48069	14	4465	4464
Unlisted	Unlisted	Chambers County	TX	48071	129	4466	4465
Unlisted	Unlisted	Cherokee County	TX	48073	138	4467	4466
TDCJ: Hodge Unit	State	Cherokee County	TX	48073	1433	4468	4467
TDCJ: Roach Unit: Boot Camp and Work Camp	State	Childress County	TX	48075	201	4469	4468
TDCJ: Roach Unit	State	Childress County	TX	48075	1125	4470	4469
Childress County Jail	Local	Childress County	TX	48075	34	4471	4470
Clay County Jail	Local	Clay County	TX	48077	25	4472	4471
Cochran County Jail	Local	Cochran County	TX	48079	4	4473	4472
Collin County Jail	Local	Collin County	TX	48085	1015	4474	4473
Allen City Jail	Local	Collin County	TX	48085	7	4475	4474
Plano City Jail	Local	Collin County	TX	48085	39	4476	4475
Collingsworth County Jail	Local	Collingsworth County	TX	48087	7	4477	4476
Colorado County Jail	Local	Colorado County	TX	48089	61	4478	4477
Comal County Jail	Local	Comal County	TX	48091	246	4479	4478
Unlisted	Unlisted	Comal County	TX	48091	33	4480	4479
omanche County Law Enforcement Center	Local	Comanche County	TX	48093	23	4481	4480
CCA Eden Detention Center	Private	Concho County	TX	48095	1556	4482	4481
Hughes Unit	State	Coryell County	TX	48099	2882	4483	4482
Unlisted	Unlisted	Coryell County	TX	48099	591	4484	4483
TDCJ: Murray Unit	State	Coryell County	TX	48099	1274	4485	4484
TDCJ: Gatesville Unit	State	Coryell County	TX	48099	523	4486	4485
Unlisted	Unlisted	Coryell County	TX	48099	276	4487	4486
Unlisted	Unlisted	Coryell County	TX	48099	298	4488	4487
Unlisted	Unlisted	Coryell County	TX	48099	491	4489	4488
TDCJ: Hilltop Unit: Trusty Camp	State	Coryell County	TX	48099	169	4490	4489
TDCJ: Hilltop Unit: Trusty Camp	State	Coryell County	TX	48099	216	4491	4490
TDCJ: Woodman Unit	State	Coryell County	TX	48099	856	4492	4491
Unlisted	Unlisted	Coryell County	TX	48099	66	4493	4492
Unlisted	Unlisted	Coryell County	TX	48099	440	4494	4493
Coryell County Jail	Local	Coryell County	TX	48099	84	4495	4494
Crane County Jail	Local	Crane County	TX	48103	20	4496	4495
Crosby County Jail	Local	Crosby County	TX	48107	8	4497	4496
Culberson County Jail	Local	Culberson County	TX	48109	10	4498	4497
Dallam County Jail	Local	Dallam County	TX	48111	38	4499	4498
Unlisted	Unlisted	Dallas County	TX	48113	14	4500	4499
"Dallas County Jail: North and West Tower Jail, Kays Jail, George Allen Jail. TDCJ: Dawson Unit"	"State,Local"	Dallas County	TX	48113	6362	4501	4500
Unlisted	Unlisted	Dallas County	TX	48113	1	4502	4501
"Dallas County Jail: North and West Tower Jail, Kays Jail, George Allen Jail. TDCJ: Dawson Unit"	"State,Local"	Dallas County	TX	48113	2214	4503	4502
TDCJ: Hutchins Unit	State	Dallas County	TX	48113	2024	4504	4503
Volunteers of America	Private	Dallas County	TX	48113	140	4505	4504
Unlisted	Unlisted	Dallas County	TX	48113	351	4506	4505
BOP: FCI Seagoville	Federal	Dallas County	TX	48113	1781	4507	4506
FCI Seagoville camp	Federal	Dallas County	TX	48113	259	4508	4507
Unlisted	Unlisted	Dallas County	TX	48113	1	4509	4508
Unlisted	Unlisted	Dallas County	TX	48113	5	4510	4509
Richardson Police Department Jail	Local	Dallas County	TX	48113	16	4511	4510
Unlisted	Unlisted	Dallas County	TX	48113	2	4512	4511
TDCJ: Smith Unit	Private	Dawson County	TX	48115	2060	4513	4512
