Name,Near Location,State,FIPS,Type of Facility,Listed Capacity,Max Capacity
Unlisted - Davidson County,Davidson County,Tennessee,47037,Unlisted,1965,2376
Decatur County Jail,Decatur County,Tennessee,47039,Local,455,2626
De Kalb County Jail,DeKalb County,Tennessee,47041,Local,1278,3821
Dickson County Jail,Dickson County,Tennessee,47043,Local,1200,5088
Dyer County Jail,Dyer County,Tennessee,47045,Local,1220,3409
Fayette County Jail,Fayette County,Tennessee,47047,Local,641,4260
Fentress County Jail,Fentress County,Tennessee,47049,Local,40,2252
Franklin County Jail,Franklin County,Tennessee,47051,Local,1609,5725
Gibson County Jail,Gibson County,Tennessee,47053,Local,480,944
Unlisted - Gibson County,Gibson County,Tennessee,47053,Unlisted,676,3530
Giles County Jail,Giles County,Tennessee,47055,Local,972,5440
Greene County Jail,Greene County,Tennessee,47059,Local,1001,2662
Grundy County Jail,Grundy County,Tennessee,47061,Local,1476,2341
Hamblen County Jail,Hamblen County,Tennessee,47063,Local,1359,1003
Hamilton County Jail,Hamilton County,Tennessee,47065,Local,2310,255
Silverdale Penal Farm,Hamilton County,Tennessee,47065,Private,2683,2571
Unlisted - Hamilton County,Hamilton County,Tennessee,47065,Unlisted,593,3863
Hancock County Jail,Hancock County,Tennessee,47067,Local,1813,6184
Hardeman County Correctional Center,Hardeman County,Tennessee,47069,Private,1167,4771
Hardeman County Women's Correctional Center ,Hardeman County,Tennessee,47069,Private,1531,6178
Whiteville Correctional Facility ,Hardeman County,Tennessee,47069,Private,743,1947
Whiteville Juvenille Correctional Facility,Hardeman County,Tennessee,47069,Private,2747,6684
Hawkins County Jail,Hawkins County,Tennessee,47073,Local,721,6614
Haywood County Jail,Haywood County,Tennessee,47075,Local,2179,5010
Henderson County Jail,Henderson County,Tennessee,47077,Local,2522,2839
Henry County Jail,Henry County,Tennessee,47079,Local,500,3301
Hickman County Jail,Hickman County,Tennessee,47081,Local,2427,5318
Turney Center Industrial Complex ,Hickman County,Tennessee,47081,State,887,426
Turney Center Industrial Work Program,Hickman County,Tennessee,47081,State,1709,3023
Houston County Jail,Houston County,Tennessee,47083,Local,1559,1942
Humphreys County Jail,Humphreys County,Tennessee,47085,Local,533,2237
Jackson County Jail,Jackson County,Tennessee,47087,Local,1030,4002
Jefferson County Jail,Jefferson County,Tennessee,47089,Local,1936,369
Johnson County Jail,Johnson County,Tennessee,47091,Local,619,2346
Northeast Correctional Complex ,Johnson County,Tennessee,47091,State,1506,4405
Northeastern Correctional Complex,Johnson County,Tennessee,47091,State,1392,2903
Knox County Detention Facility,Knox County,Tennessee,47093,Local,1384,5108
Knox County Jail,Knox County,Tennessee,47093,Local,1905,5439
Knox County Work Release Center,Knox County,Tennessee,47093,Local,2769,723
Midway Rehabilitation Center,Knox County,Tennessee,47093,Private,433,4387
Unlisted - Knox County,Knox County,Tennessee,47093,Unlisted,1936,3432
Lake County Jail,Lake County,Tennessee,47095,Local,1681,6911
Northwest Correctional Complex,Lake County,Tennessee,47095,State,2786,2025
Lauderdale County Jail,Lauderdale County,Tennessee,47097,Local,1794,6573
West Tennessee State Penitentiary ,Lauderdale County,Tennessee,47097,State,2418,6188
West Tennessee State Annex,Lauderdale County,Tennessee,47097,State,1821,6456
Western Tennessee State Penitentiary,Lauderdale County,Tennessee,47097,State,928,6177
Lawrence County Jail,Lawrence County,Tennessee,47099,Local,1484,3916
Lewis County Jail,Lewis County,Tennessee,47101,Local,1884,6094
Lincoln County Jail,Lincoln County,Tennessee,47103,Local,954,3158
Loudon County Jail,Loudon County,Tennessee,47105,Local,769,1528
Mcminn County Jail,McMinn County,Tennessee,47107,Local,656,3997
Mcnairy County Jail,McNairy County,Tennessee,47109,Local,2210,223
Macon County Jail,Macon County,Tennessee,47111,Local,1185,4347
Madison County Jail,Madison County,Tennessee,47113,Local,1900,2904
Madison County Penal Farm,Madison County,Tennessee,47113,Local,2077,6103
Marion County Jail,Marion County,Tennessee,47115,Local,1568,1971
Marshall County Jail,Marshall County,Tennessee,47117,Local,1662,6374
Maury County Workhouse,Maury County,Tennessee,47119,Local,1963,3754
Unlisted - Maury County,Maury County,Tennessee,47119,Unlisted,1317,5166
Meigs County Jail,Meigs County,Tennessee,47121,Local,967,6682
Monroe County Jail,Monroe County,Tennessee,47123,Local,1572,531
Montgomery County Jail,Montgomery County,Tennessee,47125,Local,1951,1516
Montgomery County Workhouse,Montgomery County,Tennessee,47125,Local,2469,5029
Moore County Jail,Moore County,Tennessee,47127,Local,261,634
Morgan County Correctional Complex,Morgan County,Tennessee,47129,State,2356,5169
Morgan County Jail,Morgan County,Tennessee,47129,Local,1463,1783
Obion County Jail,Obion County,Tennessee,47131,Local,662,5744
Overton County Jail,Overton County,Tennessee,47133,Local,2761,5167
Perry County Jail,Perry County,Tennessee,47135,Local,1945,2935
Pickett County Jail,Pickett County,Tennessee,47137,Local,370,784
Polk County Jail,Polk County,Tennessee,47139,Local,249,859
Putnam County Jail,Putnam County,Tennessee,47141,Local,2573,3872
Rhea County Jail,Rhea County,Tennessee,47143,Local,842,6544
Roane County Jail,Roane County,Tennessee,47145,Local,1904,63
Robertson County Jail,Robertson County,Tennessee,47147,Local,729,5204
Rutherford County Jail,Rutherford County,Tennessee,47149,Local,1691,753
Rutherford County Workhouse,Rutherford County,Tennessee,47149,Local,2088,4313
Scott County Jail,Scott County,Tennessee,47151,Local,2167,1013
Sequatchie County Jail,Sequatchie County,Tennessee,47153,Local,314,5026
Sevier County Jail,Sevier County,Tennessee,47155,Local,1869,2401
Unlisted - Sevier County,Sevier County,Tennessee,47155,Unlisted,1268,43
Memphis Federal Correctional Institution ,Shelby County,Tennessee,47157,Federal,955,2701
Memphis Federal Correctional Work Camp,Shelby County,Tennessee,47157,Federal,2277,6732
Federal Correctional Institution ,Shelby County,Tennessee,47157,Federal,1420,5040
Mark H. Luttrell Correctional Center ,Shelby County,Tennessee,47157,State,1085,3821
Memphis Federal Correctional Youth Camp,Shelby County,Tennessee,47157,Federal,1342,2386
Shelby County Correctional Center,Shelby County,Tennessee,47157,Local,903,6253
Shelby County Justice Center,Shelby County,Tennessee,47157,Local,1933,3654
Unlisted - Shelby County,Shelby County,Tennessee,47157,Unlisted,889,966
Smith County Jail,Smith County,Tennessee,47159,Local,402,3228
Stewart County Jail,Stewart County,Tennessee,47161,Local,836,3819
Sullivan County Jail,Sullivan County,Tennessee,47163,Local,229,3748
Unlisted - Sullivan County,Sullivan County,Tennessee,47163,Unlisted,2760,6386
Sumner County Jail,Sumner County,Tennessee,47165,Local,1946,5981
Tipton County Jail,Tipton County,Tennessee,47167,Local,1762,1076
West Tennessee Detention Facility- CCA,Tipton County,Tennessee,47167,Private,1815,285
Western Tennessee Detention Facility,Tipton County,Tennessee,47167,State,657,4715
Trousdale County Jail,Trousdale County,Tennessee,47169,Local,2212,2538
Trousdale Turner Correctional Center ,Trousdale County,Tennessee,47169,Private,2045,4145
Unicoi County Jail,Unicoi County,Tennessee,47171,Local,2684,3365
Union County Jail,Union County,Tennessee,47173,Local,1664,2860
Van Buren County Jail,Van Buren County,Tennessee,47175,Local,337,826
Warren County Jail,Warren County,Tennessee,47177,Local,2055,2415
Johnson City Jail,Washington County,Tennessee,47179,Local,1156,6265
Washington County Jail,Washington County,Tennessee,47179,Local,1058,1452
South Central Correctional Facility ,Wayne County,Tennessee,47181,Private,2630,4974
Wayne County Boot Camp,Wayne County,Tennessee,47181,State,956,5704
Wayne County Jail,Wayne County,Tennessee,47181,Local,1085,5385
Weakley County Jail,Weakley County,Tennessee,47183,Local,2055,1568
White County Jail,White County,Tennessee,47185,Local,1356,2699
Unlisted - Williamson County,Williamson County,Tennessee,47187,Unlisted,2520,6472
Williamson County Jail,Williamson County,Tennessee,47187,Local,1756,3228
Wilson County Jail,Wilson County,Tennessee,47189,Local,1546,1196
Anderson County Jail,Anderson County,Texas,48001,Local,1469,5779
Coffield Correctional Unit,Anderson County,Texas,48001,State,1946,3337
George Beto Correctional Unit,Anderson County,Texas,48001,State,209,4769
Gurney Transfer Facility ,Anderson County,Texas,48001,State,2539,1214
Joe F. GurneyCorrectional Unit,Anderson County,Texas,48001,State,1941,5116
Louie C. Powledge Correctional Unit,Anderson County,Texas,48001,State,1765,6001
Mark W. Michael Correctional Unit,Anderson County,Texas,48001,State,1802,4054
Michael Correctional Facility Annex,Anderson County,Texas,48001,State,1061,50
Powledge Correctional Facility,Anderson County,Texas,48001,State,1199,1283
Angelina County Jail,Angelina County,Texas,48005,Local,1771,1937
Beto Correctional Unit,Angelina County,Texas,48005,Local,1998,3320
Diboll Correctional Unit,Angelina County,Texas,48005,Private,411,3498
Diboll Youth Correctional Unit,Angelina County,Texas,48005,State,1188,654
Rufus H. Duncan Geriatric Facility,Angelina County,Texas,48005,State,225,1256
Unlisted - Angelina County,Angelina County,Texas,48005,Unlisted,910,4816
Aransas County Jail,Aransas County,Texas,48007,Local,1945,4324
Unlisted - Archer County,Archer County,Texas,48009,Unlisted,2540,6894
Austin County Jail,Austin County,Texas,48015,Local,2559,6259
Bailey County Sheriffs Department,Bailey County,Texas,48017,Local,25,561
Unlisted - Bandera County,Bandera County,Texas,48019,Unlisted,2520,4299
Bastrop County Jail,Bastrop County,Texas,48021,Local,1063,4643
Bastrop Federal Correctional Institute,Bastrop County,Texas,48021,Federal,415,2853
Bee County Jail,Bee County,Texas,48025,Local,1433,2279
Garza East Correctional Unit,Bee County,Texas,48025,State,2244,2967
Garza North Correctional Unit,Bee County,Texas,48025,State,2318,5374
Garza South Correctional Unit,Bee County,Texas,48025,State,236,1527
Garza West Correctional Unit ,Bee County,Texas,48025,State,227,1145
McConnell Correctional,Bee County,Texas,48025,State,1786,5850
Unlisted - Bee County,Bee County,Texas,48025,Unlisted,396,920
William G. McConnell Correctional,Bee County,Texas,48025,State,467,5594
Bell County Law Enforcement Center,Bell County,Texas,48027,Local,916,6402
Unlisted - Bell County,Bell County,Texas,48027,Unlisted,1890,1254
City of San Antonio Jail,Bexar County,Texas,48029,Local,1260,1852
Dominguez State Jail,Bexar County,Texas,48029,State,297,5671
exar County Adult Detention Center,Bexar County,Texas,48029,Local,296,1502
Fabian Dale Dominguez State ,Bexar County,Texas,48029,State,1376,2783
Mental Impairment Offender Facility,Bexar County,Texas,48029,State,2458,476
Unlisted - Bexar County I,Bexar County,Texas,48029,Unlisted,1303,6078
Unlisted - Bexar County II,Bexar County,Texas,48029,Unlisted,2735,4457
Unlisted - Bexar County III,Bexar County,Texas,48029,Unlisted,300,4198
Blanco County Jail,Blanco County,Texas,48031,Local,128,636
Bosque County Jail,Bosque County,Texas,48035,Local,680,3716
Adjunct Regional Corrections Center,Bowie County,Texas,48037,State,1659,4399
Barry Telford Correctional,Bowie County,Texas,48037,State,661,4530
Bowie County Federal Correctional Institution ,Bowie County,Texas,48037,Federal,2448,6797
Bowie-County of Texarkana-Adult Probation Department,Bowie County,Texas,48037,Other,2054,6946
Bowie-County of Texarkana-Youth Processing Facility,Bowie County,Texas,48037,Other,519,3709
Federal Prison Industries Facility,Bowie County,Texas,48037,Federal,1520,5171
Telford Correctional,Bowie County,Texas,48037,State,1512,2284
Unlisted - Bowie County,Bowie County,Texas,48037,Unlisted,1252,5309
Brazoria County Jail,Brazoria County,Texas,48039,Local,2603,1903
C.T. Terrell Correctional Unit,Brazoria County,Texas,48039,State,1769,6521
Clemens Correctional Unit,Brazoria County,Texas,48039,State,30,5661
Darrington Correctional Unit,Brazoria County,Texas,48039,State,1563,3691
Ramsey Correctional Unit,Brazoria County,Texas,48039,State,710,6682
Scott L. Correctional Unit,Brazoria County,Texas,48039,State,1604,5470
Stringfellow Correctional Unit,Brazoria County,Texas,48039,State,2366,5287
Terrell Correctional Unit,Brazoria County,Texas,48039,State,1322,1359
Unlisted - Brazoria County,Brazoria County,Texas,48039,Unlisted,1075,1485
Wayne Scott Correctional Unit,Brazoria County,Texas,48039,State,2076,6054
Brazos County Jail,Brazos County,Texas,48041,Local,1205,5311
Brazos County Minimum Security,Brazos County,Texas,48041,Local,1436,6105
Bryan Federal Prison Camp,Brazos County,Texas,48041,Federal,1219,4350
Federal Prison Camp ,Brazos County,Texas,48041,Federal,2057,548
Hamilton Correctiona Pre-Release Unit,Brazos County,Texas,48041,State,468,6730
Hamilton Correctional Unit,Brazos County,Texas,48041,State,307,5220
Brewster County Jail,Brewster County,Texas,48043,Local,2492,2878
Brooks County Jail,Brooks County,Texas,48047,Local,227,5522
Havins Correctional Pre-Release Unit,Brown County,Texas,48049,State,1823,2089
Havins Correctional Unit,Brown County,Texas,48049,State,374,4374
Thomas Havins Correctional Unit,Brown County,Texas,48049,State,2367,6072
Burleson County Jail,Burleson County,Texas,48051,Local,2293,6487
Burnet Correctional Unit,Burnet County,Texas,48053,Private,330,6186
Ellen Halbert Correctional Unit,Burnet County,Texas,48053,State,2632,6416
Unlisted - Burnet County,Burnet County,Texas,48053,Unlisted,2367,1043
Caldwell County Jail,Caldwell County,Texas,48055,Local,873,3266
Lockhart Correctional Unit,Caldwell County,Texas,48055,Private,1781,5848
Lockhart Youth Correctional Unit,Caldwell County,Texas,48055,Private,737,3841
Lockhart Correctional Pre-Release Unit,Caldwell County,Texas,48055,Private,2590,3280
Unlisted - Caldwell County,Caldwell County,Texas,48055,Unlisted,1302,3478
