state name,county fips,county name,votes gop,votes dem,total votes,% GOP,% DEM,Majority,% Votes
Utah,49033,Rich County,1157,180,1363,84.89%,13.21%,GOP,98.09%
Utah,49035,Salt Lake County,230174,289906,541175,42.53%,53.57%,DEM,96.10%
Utah,49037,San Juan County,3535,3113,6878,51.40%,45.26%,GOP,96.66%
Utah,49039,Sanpete County,10459,1794,12631,82.80%,14.20%,GOP,97.01%
Utah,49041,Sevier County,9052,1084,10363,87.35%,10.46%,GOP,97.81%
Utah,49043,Summit County,10252,15244,26088,39.30%,58.43%,DEM,97.73%
Utah,49045,Tooele County,21014,8943,31518,66.67%,28.37%,GOP,95.05%
Utah,49047,Uintah County,13261,1663,15307,86.63%,10.86%,GOP,97.50%
Utah,49049,Utah County,192812,76033,284480,67.78%,26.73%,GOP,94.50%
Utah,49051,Wasatch County,10795,6187,17581,61.40%,35.19%,GOP,96.59%
Utah,49053,Washington County,67294,20530,90476,74.38%,22.69%,GOP,97.07%
Utah,49055,Wayne County,1229,365,1621,75.82%,22.52%,GOP,98.33%
Utah,49057,Weber County,65949,40695,111442,59.18%,36.52%,GOP,95.69%
Vermont,50001,Addison County,6292,14967,22022,28.57%,67.96%,DEM,96.54%
Vermont,50003,Bennington County,7114,12705,20462,34.77%,62.09%,DEM,96.86%
Vermont,50005,Caledonia County,6551,9011,16169,40.52%,55.73%,DEM,96.25%
Vermont,50007,Chittenden County,21017,74961,98915,21.25%,75.78%,DEM,97.03%
Vermont,50009,Essex County,1773,1405,3288,53.92%,42.73%,GOP,96.65%
Vermont,50011,Franklin County,11274,13611,25830,43.65%,52.69%,DEM,96.34%
Vermont,50013,Grand Isle County,1810,2905,4851,37.31%,59.88%,DEM,97.20%
Vermont,50015,Lamoille County,4163,10240,14915,27.91%,68.66%,DEM,96.57%
Vermont,50017,Orange County,6187,10304,17122,36.13%,60.18%,DEM,96.31%
Vermont,50019,Orleans County,6512,7147,14096,46.20%,50.70%,DEM,96.90%
Vermont,50021,Rutland County,14672,18230,33970,43.19%,53.66%,DEM,96.86%
Vermont,50023,Washington County,8928,25191,35307,25.29%,71.35%,DEM,96.64%
Vermont,50025,Windham County,6440,18767,26035,24.74%,72.08%,DEM,96.82%
Vermont,50027,Windsor County,9971,23376,34446,28.95%,67.86%,DEM,96.81%
Virginia,51001,Accomack County,9172,7578,16962,54.07%,44.68%,GOP,98.75%
Virginia,51003,Albemarle County,20804,42466,64657,32.18%,65.68%,DEM,97.85%
Virginia,51005,Alleghany County,5859,2243,8203,71.43%,27.34%,GOP,98.77%
Virginia,51007,Amelia County,5390,2411,7893,68.29%,30.55%,GOP,98.83%
Virginia,51009,Amherst County,11041,5672,17005,64.93%,33.35%,GOP,98.28%
Virginia,51011,Appomattox County,6702,2418,9268,72.31%,26.09%,GOP,98.40%
Virginia,51013,Arlington County,22318,105344,130699,17.08%,80.60%,DEM,97.68%
Virginia,51015,Augusta County,30714,10840,42278,72.65%,25.64%,GOP,98.29%
Virginia,51017,Bath County,1834,646,2501,73.33%,25.83%,GOP,99.16%
Virginia,51019,Bedford County,35600,12176,48669,73.15%,25.02%,GOP,98.17%
Virginia,51021,Bland County,2903,532,3479,83.44%,15.29%,GOP,98.74%
Virginia,51023,Botetourt County,15099,5700,21120,71.49%,26.99%,GOP,98.48%
Virginia,51025,Brunswick County,3357,4552,7948,42.24%,57.27%,DEM,99.51%
Virginia,51027,Buchanan County,8311,1587,9953,83.50%,15.94%,GOP,99.45%
Virginia,51029,Buckingham County,4544,3471,8126,55.92%,42.71%,GOP,98.63%
Virginia,51031,Campbell County,21245,8070,29892,71.07%,27.00%,GOP,98.07%
Virginia,51033,Caroline County,8336,7657,16288,51.18%,47.01%,GOP,98.19%
Virginia,51035,Carroll County,12659,2842,15651,80.88%,18.16%,GOP,99.04%
Virginia,51036,Charles City County,1761,2624,4441,39.65%,59.09%,DEM,98.74%
Virginia,51037,Charlotte County,3815,2317,6191,61.62%,37.43%,GOP,99.05%
Virginia,51041,Chesterfield County,93326,106935,203884,45.77%,52.45%,DEM,98.22%
Virginia,51043,Clarke County,5192,3920,9337,55.61%,41.98%,GOP,97.59%
Virginia,51045,Craig County,2536,587,3169,80.03%,18.52%,GOP,98.55%
Virginia,51047,Culpeper County,16012,10617,27116,59.05%,39.15%,GOP,98.20%
Virginia,51049,Cumberland County,3019,2227,5310,56.85%,41.94%,GOP,98.79%
Virginia,51051,Dickenson County,5748,1503,7303,78.71%,20.58%,GOP,99.29%
Virginia,51053,Dinwiddie County,8695,6224,15092,57.61%,41.24%,GOP,98.85%
Virginia,51057,Essex County,3075,3038,6178,49.77%,49.17%,GOP,98.95%
Virginia,51059,Fairfax County,168401,419943,600823,28.03%,69.89%,DEM,97.92%
Virginia,51061,Fauquier County,25106,17565,43661,57.50%,40.23%,GOP,97.73%
Virginia,51063,Floyd County,6225,3004,9408,66.17%,31.93%,GOP,98.10%
Virginia,51065,Fluvanna County,8155,7414,15840,51.48%,46.81%,GOP,98.29%
Virginia,51067,Franklin County,20895,8381,29702,70.35%,28.22%,GOP,98.57%
Virginia,51069,Frederick County,30558,17207,48703,62.74%,35.33%,GOP,98.07%
Virginia,51071,Giles County,6876,2156,9176,74.93%,23.50%,GOP,98.43%
Virginia,51073,Gloucester County,14875,6964,22282,66.76%,31.25%,GOP,98.01%
Virginia,51075,Goochland County,9966,6685,16950,58.80%,39.44%,GOP,98.24%
Virginia,51077,Grayson County,6529,1535,8131,80.30%,18.88%,GOP,99.18%
Virginia,51079,Greene County,6866,4163,11311,60.70%,36.80%,GOP,97.51%
Virginia,51081,Greensville County,1914,2627,4574,41.85%,57.43%,DEM,99.28%
Virginia,51083,Halifax County,10418,7666,18248,57.09%,42.01%,GOP,99.10%
Virginia,51085,Hanover County,44318,25307,70967,62.45%,35.66%,GOP,98.11%
Virginia,51087,Henrico County,63440,116572,183152,34.64%,63.65%,DEM,98.29%
Virginia,51089,Henry County,16725,9127,26105,64.07%,34.96%,GOP,99.03%
Virginia,51091,Highland County,1092,417,1533,71.23%,27.20%,GOP,98.43%
Virginia,51093,Isle of Wight County,13707,9399,23456,58.44%,40.07%,GOP,98.51%
Virginia,51095,James City County,23153,25553,49622,46.66%,51.50%,DEM,98.15%
Virginia,51097,King and Queen County,2450,1590,4115,59.54%,38.64%,GOP,98.18%
Virginia,51099,King George County,8446,5404,14224,59.38%,37.99%,GOP,97.37%
Virginia,51101,King William County,7320,3260,10736,68.18%,30.37%,GOP,98.55%
Virginia,51103,Lancaster County,3697,3368,7152,51.69%,47.09%,GOP,98.78%
Virginia,51105,Lee County,8365,1489,9946,84.10%,14.97%,GOP,99.08%
Virginia,51107,Loudoun County,82088,138372,224862,36.51%,61.54%,DEM,98.04%
Virginia,51109,Louisa County,13294,8269,21915,60.66%,37.73%,GOP,98.39%
Virginia,51111,Lunenburg County,3537,2418,6000,58.95%,40.30%,GOP,99.25%
Virginia,51113,Madison County,5300,2698,8129,65.20%,33.19%,GOP,98.39%
Virginia,51115,Mathews County,3901,1825,5826,66.96%,31.33%,GOP,98.28%
Virginia,51117,Mecklenburg County,9266,6803,16204,57.18%,41.98%,GOP,99.17%
Virginia,51119,Middlesex County,4196,2491,6785,61.84%,36.71%,GOP,98.56%
Virginia,51121,Montgomery County,20629,23218,45037,45.80%,51.55%,DEM,97.36%
Virginia,51125,Nelson County,4812,4327,9316,51.65%,46.45%,GOP,98.10%
Virginia,51127,New Kent County,9631,4621,14463,66.59%,31.95%,GOP,98.54%
Virginia,51131,Northampton County,2955,3667,6732,43.89%,54.47%,DEM,98.37%
Virginia,51133,Northumberland County,4485,3252,7815,57.39%,41.61%,GOP,99.00%
Virginia,51135,Nottoway County,4027,2971,7078,56.89%,41.98%,GOP,98.87%
Virginia,51137,Orange County,12426,7995,20742,59.91%,38.54%,GOP,98.45%
Virginia,51139,Page County,9345,3007,12514,74.68%,24.03%,GOP,98.71%
Virginia,51141,Patrick County,7485,1954,9534,78.51%,20.50%,GOP,99.00%
Virginia,51143,Pittsylvania County,23751,10115,34227,69.39%,29.55%,GOP,98.95%
Virginia,51145,Powhatan County,14055,5320,19730,71.24%,26.96%,GOP,98.20%
Virginia,51147,Prince Edward County,4434,4973,9574,46.31%,51.94%,DEM,98.26%
Virginia,51149,Prince George County,10103,7103,17432,57.96%,40.75%,GOP,98.70%
Virginia,51153,Prince William County,81222,142863,228056,35.61%,62.64%,DEM,98.26%
Virginia,51155,Pulaski County,12127,4925,17376,69.79%,28.34%,GOP,98.14%
Virginia,51157,Rappahannock County,2812,2096,4978,56.49%,42.11%,GOP,98.59%
Virginia,51159,Richmond County,2547,1513,4102,62.09%,36.88%,GOP,98.98%
Virginia,51161,Roanoke County,34268,21801,57184,59.93%,38.12%,GOP,98.05%
Virginia,51163,Rockbridge County,8088,4086,12373,65.37%,33.02%,GOP,98.39%
Virginia,51165,Rockingham County,30349,12644,43811,69.27%,28.86%,GOP,98.13%
Virginia,51167,Russell County,10879,2373,13386,81.27%,17.73%,GOP,99.00%
Virginia,51169,Scott County,9063,1692,10869,83.38%,15.57%,GOP,98.95%
Virginia,51171,Shenandoah County,16463,6836,23684,69.51%,28.86%,GOP,98.37%
Virginia,51173,Smyth County,10963,3008,14136,77.55%,21.28%,GOP,98.83%
Virginia,51175,Southampton County,5730,3969,9786,58.55%,40.56%,GOP,99.11%
Virginia,51177,Spotsylvania County,39411,34307,75317,52.33%,45.55%,GOP,97.88%
Virginia,51179,Stafford County,37636,40245,79625,47.27%,50.54%,DEM,97.81%
Virginia,51181,Surry County,2025,2397,4471,45.29%,53.61%,DEM,98.90%
Virginia,51183,Sussex County,2219,2827,5088,43.61%,55.56%,DEM,99.17%
Virginia,51185,Tazewell County,16731,3205,20134,83.10%,15.92%,GOP,99.02%
Virginia,51187,Warren County,14069,6603,21147,66.53%,31.22%,GOP,97.75%
Virginia,51191,Washington County,21679,6617,28685,75.58%,23.07%,GOP,98.64%
Virginia,51193,Westmoreland County,5318,4501,9933,53.54%,45.31%,GOP,98.85%
Virginia,51195,Wise County,13366,3110,16615,80.45%,18.72%,GOP,99.16%
Virginia,51197,Wythe County,11733,3143,15072,77.85%,20.85%,GOP,98.70%
Virginia,51199,York County,20241,17683,38787,52.19%,45.59%,GOP,97.78%
Virginia,51510,Alexandria city,14544,66240,82508,17.63%,80.28%,DEM,97.91%
Virginia,51520,Bristol city,5347,2313,7806,68.50%,29.63%,GOP,98.13%
Virginia,51530,Buena Vista city,1863,825,2776,67.11%,29.72%,GOP,96.83%
Virginia,51540,Charlottesville city,3094,20696,24205,12.78%,85.50%,DEM,98.29%
Virginia,51550,Chesapeake city,58180,66377,127108,45.77%,52.22%,DEM,97.99%
Virginia,51570,Colonial Heights city,6007,2972,9146,65.68%,32.50%,GOP,98.17%
Virginia,51580,Covington city,1580,964,2603,60.70%,37.03%,GOP,97.73%
Virginia,51590,Danville city,7428,11710,19389,38.31%,60.40%,DEM,98.71%
Virginia,51595,Emporia city,754,1612,2381,31.67%,67.70%,DEM,99.37%
Virginia,51600,Fairfax city,4007,9174,13483,29.72%,68.04%,DEM,97.76%
Virginia,51610,Falls Church city,1490,7146,8819,16.90%,81.03%,DEM,97.92%
Virginia,51620,Franklin city,1487,2525,4058,36.64%,62.22%,DEM,98.87%
Virginia,51630,Fredericksburg city,4037,8517,12862,31.39%,66.22%,DEM,97.61%
Virginia,51640,Galax city,1838,777,2638,69.67%,29.45%,GOP,99.13%
Virginia,51650,Hampton city,18430,46220,65901,27.97%,70.14%,DEM,98.10%
Virginia,51660,Harrisonburg city,5591,11022,17086,32.72%,64.51%,DEM,97.23%
Virginia,51670,Hopewell city,4020,5430,9608,41.84%,56.52%,DEM,98.36%
Virginia,51678,Lexington city,906,1791,2762,32.80%,64.84%,DEM,97.65%
Virginia,51680,Lynchburg city,17097,18048,36363,47.02%,49.63%,GOP,96.65%
Virginia,51683,Manassas city,6256,10356,16968,36.87%,61.03%,DEM,97.90%
Virginia,51685,Manassas Park city,1979,3992,6087,32.51%,65.58%,DEM,98.09%
Virginia,51690,Martinsville city,2165,3766,6013,36.01%,62.63%,DEM,98.64%
Virginia,51700,Newport News city,26377,53099,81203,32.48%,65.39%,DEM,97.87%
Virginia,51710,Norfolk city,23443,64440,89881,26.08%,71.69%,DEM,97.78%
Virginia,51720,Norton city,1109,464,1601,69.27%,28.98%,GOP,98.25%
Virginia,51730,Petersburg city,1584,12389,14118,11.22%,87.75%,DEM,98.97%
Virginia,51735,Poquoson city,5605,2054,7857,71.34%,26.14%,GOP,97.48%
Virginia,51740,Portsmouth city,12755,30948,44582,28.61%,69.42%,DEM,98.03%
Virginia,51750,Radford city,2786,3358,6320,44.08%,53.13%,DEM,97.22%
Virginia,51760,Richmond city,16603,92175,111159,14.94%,82.92%,DEM,97.86%
Virginia,51770,Roanoke city,15607,26773,43323,36.02%,61.80%,DEM,97.82%
Virginia,51775,Salem city,7683,5148,13051,58.87%,39.45%,GOP,98.31%
Virginia,51790,Staunton city,5695,6981,12990,43.84%,53.74%,DEM,97.58%
Virginia,51800,Suffolk city,20082,28676,49642,40.45%,57.77%,DEM,98.22%
Virginia,51810,Virginia Beach city,105087,117393,227561,46.18%,51.59%,DEM,97.77%
Virginia,51820,Waynesboro city,5507,4961,10717,51.39%,46.29%,GOP,97.68%
Virginia,51830,Williamsburg city,1963,4790,6883,28.52%,69.59%,DEM,98.11%
Virginia,51840,Winchester city,5221,6610,12106,43.13%,54.60%,DEM,97.73%
Washington,53001,Adams County,3907,1814,5836,66.95%,31.08%,GOP,98.03%
Washington,53003,Asotin County,7319,4250,11880,61.61%,35.77%,GOP,97.38%
Washington,53005,Benton County,60365,38706,102307,59.00%,37.83%,GOP,96.84%
Washington,53007,Chelan County,22746,19349,43025,52.87%,44.97%,GOP,97.84%
Washington,53009,Clallam County,23062,24721,49025,47.04%,50.43%,DEM,97.47%
Washington,53011,Clark County,126303,140324,273451,46.19%,51.32%,DEM,97.50%
Washington,53013,Columbia County,1754,668,2482,70.67%,26.91%,GOP,97.58%
Washington,53015,Cowlitz County,34424,23938,59969,57.40%,39.92%,GOP,97.32%
Washington,53017,Douglas County,12955,7811,21183,61.16%,36.87%,GOP,98.03%
Washington,53019,Ferry County,2771,1486,4351,63.69%,34.15%,GOP,97.84%
Washington,53021,Franklin County,18039,13340,32226,55.98%,41.40%,GOP,97.37%
Washington,53023,Garfield County,1069,366,1481,72.18%,24.71%,GOP,96.89%
Washington,53025,Grant County,24764,11819,37475,66.08%,31.54%,GOP,97.62%
Washington,53027,Grays Harbor County,19877,17354,38256,51.96%,45.36%,GOP,97.32%
Washington,53029,Island County,22746,29213,53539,42.48%,54.56%,DEM,97.05%
Washington,53031,Jefferson County,6931,17204,24658,28.11%,69.77%,DEM,97.88%
Washington,53033,King County,269167,907310,1202570,22.38%,75.45%,DEM,97.83%
Washington,53035,Kitsap County,61563,90277,157625,39.06%,57.27%,DEM,96.33%
Washington,53037,Kittitas County,14042,11246,26113,53.77%,43.07%,GOP,96.84%
Washington,53039,Klickitat County,7237,5959,13481,53.68%,44.20%,GOP,97.89%
Washington,53041,Lewis County,29391,14520,45077,65.20%,32.21%,GOP,97.41%
Washington,53043,Lincoln County,5150,1713,6993,73.65%,24.50%,GOP,98.14%
Washington,53045,Mason County,18710,17269,37112,50.41%,46.53%,GOP,96.95%
Washington,53047,Okanogan County,11840,8900,21152,55.98%,42.08%,GOP,98.05%
Washington,53049,Pacific County,6953,6794,14017,49.60%,48.47%,GOP,98.07%
Washington,53051,Pend Oreille County,5728,2593,8513,67.29%,30.46%,GOP,97.74%
Washington,53053,Pierce County,197730,249506,460714,42.92%,54.16%,DEM,97.07%
Washington,53055,San Juan County,3057,9725,13090,23.35%,74.29%,DEM,97.65%
Washington,53057,Skagit County,32762,38252,72937,44.92%,52.45%,DEM,97.36%
Washington,53059,Skamania County,3885,3192,7268,53.45%,43.92%,GOP,97.37%
Washington,53061,Snohomish County,166428,256728,435582,38.21%,58.94%,DEM,97.15%
Washington,53063,Spokane County,148576,135765,293294,50.66%,46.29%,GOP,96.95%
Washington,53065,Stevens County,19808,7839,28283,70.04%,27.72%,GOP,97.75%
Washington,53067,Thurston County,65277,96608,166965,39.10%,57.86%,DEM,96.96%
Washington,53069,Wahkiakum County,1741,1165,2972,58.58%,39.20%,GOP,97.78%
Washington,53071,Walla Walla County,16400,13690,31055,52.81%,44.08%,GOP,96.89%
Washington,53073,Whatcom County,50489,83660,137660,36.68%,60.77%,DEM,97.45%
Washington,53075,Whitman County,9067,11184,20964,43.25%,53.35%,DEM,96.60%
Washington,53077,Yakima County,50555,43179,95713,52.82%,45.11%,GOP,97.93%
West Virginia,54001,Barbour County,5116,1457,6677,76.62%,21.82%,GOP,98.44%
West Virginia,54003,Berkeley County,33279,17186,51535,64.58%,33.35%,GOP,97.92%
West Virginia,54005,Boone County,6816,2041,9012,75.63%,22.65%,GOP,98.28%
West Virginia,54007,Braxton County,4120,1457,5664,72.74%,25.72%,GOP,98.46%
West Virginia,54009,Brooke County,7545,2947,10656,70.81%,27.66%,GOP,98.46%
West Virginia,54011,Cabell County,21721,14994,37360,58.14%,40.13%,GOP,98.27%
West Virginia,54013,Calhoun County,2364,568,2971,79.57%,19.12%,GOP,98.69%
West Virginia,54015,Clay County,2679,641,3365,79.61%,19.05%,GOP,98.66%
West Virginia,54017,Doddridge County,2619,435,3101,84.46%,14.03%,GOP,98.48%
West Virginia,54019,Fayette County,11580,5063,16862,68.68%,30.03%,GOP,98.70%
West Virginia,54021,Gilmer County,2012,599,2662,75.58%,22.50%,GOP,98.08%
West Virginia,54023,Grant County,4871,607,5509,88.42%,11.02%,GOP,99.44%
West Virginia,54025,Greenbrier County,10925,4655,15850,68.93%,29.37%,GOP,98.30%
West Virginia,54027,Hampshire County,8033,1939,10086,79.65%,19.22%,GOP,98.87%
West Virginia,54029,Hancock County,9806,3790,13800,71.06%,27.46%,GOP,98.52%
West Virginia,54031,Hardy County,4859,1381,6331,76.75%,21.81%,GOP,98.56%
West Virginia,54033,Harrison County,20683,9215,30465,67.89%,30.25%,GOP,98.14%
West Virginia,54035,Jackson County,10093,3207,13508,74.72%,23.74%,GOP,98.46%
West Virginia,54037,Jefferson County,15033,12127,27703,54.26%,43.78%,GOP,98.04%
West Virginia,54039,Kanawha County,46398,34344,82244,56.42%,41.76%,GOP,98.17%
West Virginia,54041,Lewis County,5782,1538,7457,77.54%,20.62%,GOP,98.16%
West Virginia,54043,Lincoln County,6012,1711,7830,76.78%,21.85%,GOP,98.63%
West Virginia,54045,Logan County,10534,2333,13026,80.87%,17.91%,GOP,98.78%
West Virginia,54047,McDowell County,5148,1333,6527,78.87%,20.42%,GOP,99.30%
West Virginia,54049,Marion County,16300,8901,25794,63.19%,34.51%,GOP,97.70%
West Virginia,54051,Marshall County,10435,3455,14080,74.11%,24.54%,GOP,98.65%
West Virginia,54053,Mason County,8491,2526,11203,75.79%,22.55%,GOP,98.34%
West Virginia,54055,Mercer County,19237,5556,25134,76.54%,22.11%,GOP,98.64%
West Virginia,54057,Mineral County,10040,2660,12872,78.00%,20.67%,GOP,98.66%
West Virginia,54059,Mingo County,8544,1397,10022,85.25%,13.94%,GOP,99.19%
West Virginia,54061,Monongalia County,20803,20282,42072,49.45%,48.21%,GOP,97.65%
West Virginia,54063,Monroe County,5068,1345,6490,78.09%,20.72%,GOP,98.81%
West Virginia,54065,Morgan County,6537,1998,8695,75.18%,22.98%,GOP,98.16%
West Virginia,54067,Nicholas County,8279,2226,10630,77.88%,20.94%,GOP,98.82%
West Virginia,54069,Ohio County,12354,7223,19898,62.09%,36.30%,GOP,98.39%
West Virginia,54071,Pendleton County,2782,820,3659,76.03%,22.41%,GOP,98.44%
West Virginia,54073,Pleasants County,2742,699,3491,78.54%,20.02%,GOP,98.57%
West Virginia,54075,Pocahontas County,2895,1047,4008,72.23%,26.12%,GOP,98.35%
West Virginia,54077,Preston County,11190,3163,14572,76.79%,21.71%,GOP,98.50%
West Virginia,54079,Putnam County,20034,7878,28501,70.29%,27.64%,GOP,97.93%
West Virginia,54081,Raleigh County,24673,7982,33106,74.53%,24.11%,GOP,98.64%
West Virginia,54083,Randolph County,8673,3362,12200,71.09%,27.56%,GOP,98.65%
West Virginia,54085,Ritchie County,3649,586,4283,85.20%,13.68%,GOP,98.88%
West Virginia,54087,Roane County,4213,1455,5763,73.10%,25.25%,GOP,98.35%
West Virginia,54089,Summers County,4074,1448,5585,72.95%,25.93%,GOP,98.87%
West Virginia,54091,Taylor County,5477,1796,7383,74.18%,24.33%,GOP,98.51%
West Virginia,54093,Tucker County,2841,938,3844,73.91%,24.40%,GOP,98.31%
West Virginia,54095,Tyler County,3226,631,3922,82.25%,16.09%,GOP,98.34%
West Virginia,54097,Upshur County,7771,2256,10221,76.03%,22.07%,GOP,98.10%
West Virginia,54099,Wayne County,12585,4088,16947,74.26%,24.12%,GOP,98.38%
West Virginia,54101,Webster County,2759,610,3402,81.10%,17.93%,GOP,99.03%
West Virginia,54103,Wetzel County,4993,1539,6667,74.89%,23.08%,GOP,97.98%
West Virginia,54105,Wirt County,2134,466,2653,80.44%,17.57%,GOP,98.00%
West Virginia,54107,Wood County,27202,10926,38762,70.18%,28.19%,GOP,98.36%
West Virginia,54109,Wyoming County,7353,1157,8592,85.58%,13.47%,GOP,99.05%
Wisconsin,55001,Adams County,7362,4329,11818,62.29%,36.63%,GOP,98.93%
Wisconsin,55003,Ashland County,3841,4801,8757,43.86%,54.82%,DEM,98.69%
Wisconsin,55005,Barron County,15803,9194,25346,62.35%,36.27%,GOP,98.62%
Wisconsin,55007,Bayfield County,4617,6147,10880,42.44%,56.50%,DEM,98.93%
Wisconsin,55009,Brown County,75871,65511,144017,52.68%,45.49%,GOP,98.17%
Wisconsin,55011,Buffalo County,4834,2860,7816,61.85%,36.59%,GOP,98.44%
Wisconsin,55013,Burnett County,6462,3569,10141,63.72%,35.19%,GOP,98.92%
Wisconsin,55015,Calumet County,18156,12116,30774,59.00%,39.37%,GOP,98.37%
Wisconsin,55017,Chippewa County,21317,13983,35938,59.32%,38.91%,GOP,98.22%
Wisconsin,55019,Clark County,10002,4524,14898,67.14%,30.37%,GOP,97.50%
Wisconsin,55021,Columbia County,16927,16410,33869,49.98%,48.45%,GOP,98.43%
Wisconsin,55023,Crawford County,4620,3953,8695,53.13%,45.46%,GOP,98.60%
Wisconsin,55025,Dane County,78800,260185,344791,22.85%,75.46%,DEM,98.32%
Wisconsin,55027,Dodge County,31355,16356,48436,64.73%,33.77%,GOP,98.50%
Wisconsin,55029,Door County,9752,10044,20117,48.48%,49.93%,DEM,98.40%
Wisconsin,55031,Douglas County,10923,13218,24677,44.26%,53.56%,DEM,97.83%
Wisconsin,55033,Dunn County,13173,9897,23524,56.00%,42.07%,GOP,98.07%
Wisconsin,55035,Eau Claire County,25341,31620,58275,43.49%,54.26%,DEM,97.75%
Wisconsin,55037,Florence County,2133,781,2940,72.55%,26.56%,GOP,99.12%
Wisconsin,55039,Fond du Lac County,35754,20588,57251,62.45%,35.96%,GOP,98.41%
Wisconsin,55041,Forest County,3285,1721,5053,65.01%,34.06%,GOP,99.07%
Wisconsin,55043,Grant County,14142,10998,25608,55.22%,42.95%,GOP,98.17%
Wisconsin,55045,Green County,10169,10851,21406,47.51%,50.69%,DEM,98.20%
Wisconsin,55047,Green Lake County,7168,3344,10671,67.17%,31.34%,GOP,98.51%
Wisconsin,55049,Iowa County,5909,7828,13992,42.23%,55.95%,DEM,98.18%
Wisconsin,55051,Iron County,2438,1533,4010,60.80%,38.23%,GOP,99.03%
Wisconsin,55053,Jackson County,5791,4256,10184,56.86%,41.79%,GOP,98.65%
Wisconsin,55055,Jefferson County,27208,19904,47979,56.71%,41.48%,GOP,98.19%
Wisconsin,55057,Juneau County,8749,4746,13709,63.82%,34.62%,GOP,98.44%
Wisconsin,55059,Kenosha County,44972,42193,88738,50.68%,47.55%,GOP,98.23%
Wisconsin,55061,Kewaunee County,7927,3976,12095,65.54%,32.87%,GOP,98.41%
Wisconsin,55063,La Crosse County,28684,37846,67884,42.25%,55.75%,DEM,98.01%
Wisconsin,55065,Lafayette County,4821,3647,8555,56.35%,42.63%,GOP,98.98%
Wisconsin,55067,Langlade County,7330,3704,11165,65.65%,33.18%,GOP,98.83%
Wisconsin,55069,Lincoln County,10017,6261,16497,60.72%,37.95%,GOP,98.67%
Wisconsin,55071,Manitowoc County,27218,16818,44829,60.72%,37.52%,GOP,98.23%
Wisconsin,55073,Marathon County,44624,30808,76751,58.14%,40.14%,GOP,98.28%
